0.0711,0.1017,0.0789,0.0984,0.0536,0.0968,0.0748,0.0616,0.0866,0.1001,0.0049,0.0033,0.0038,0.0032,0.0037,0.0049,0.0043,0.0052,0.0044,0.0051,0.4619,0.4883,0.5340,0.5608,0.3657,0.5141,0.4335,0.5120,0.5019,0.4372,0.0255,0.0076,0.0264,0.0315,0.0043,0.0277,-0.0043,0.0124,0.0093,0.0056,1.84,1.61,4.24
0.1252,0.1855,0.2950,0.2215,0.1678,0.1632,0.1640,0.1861,0.1702,0.2546,0.0028,0.0037,0.0077,0.0057,0.0058,0.0046,0.0052,0.0062,0.0046,0.0063,0.4280,1.7284,1.7238,0.7562,1.4477,1.7363,1.4507,1.4419,1.1260,1.0416,-0.0210,-0.0119,0.0736,0.0646,0.0024,-0.0068,-0.0052,0.0230,-0.0137,-0.0174,16.10,23.63,28.97
0.0533,0.0912,0.1840,0.1521,0.1030,0.2287,0.1663,0.1175,0.1484,0.1191,0.0064,0.0099,0.0098,0.0103,0.0058,0.0076,0.0101,0.0081,0.0074,0.0049,0.1065,0.1749,0.1821,0.1807,0.1378,0.1447,0.1807,0.2253,0.1503,0.1401,0.0281,0.0417,0.0443,0.0433,0.0166,0.0288,0.0339,0.0341,0.0346,0.0216,1.53,2.92,3.75
0.1116,0.2357,0.6158,0.3247,0.3240,0.2905,0.2071,0.3667,0.2697,0.2971,0.0032,0.0076,0.0606,0.0552,0.0135,0.0304,0.0853,0.0381,0.0088,0.0088,0.1187,1.1034,0.9337,0.3573,1.1759,1.2737,1.1228,0.7890,0.6597,0.5967,0.0256,0.0345,0.2539,0.2028,0.0534,0.0823,0.1309,0.1329,0.0835,0.0714,10.77,16.80,13.50
0.2646,0.4525,0.5259,0.4371,0.5500,0.6248,0.7591,0.8646,0.8849,0.7314,0.0084,0.0174,0.0513,0.0336,0.0163,0.0166,0.0244,0.0348,0.0309,0.0296,0.3487,1.2978,1.1272,0.6076,1.1441,1.1474,1.2288,0.7562,0.6862,0.5896,0.0534,0.1113,0.3044,0.2241,0.1283,0.1067,0.1200,0.1279,0.1748,0.1769,13.40,22.67,27.20
